#DS_DDI,drug_name,GPI,KDC,route,dosage_form,ddi_strength,strength_units,lastchange
138764,"Spenco Ironman Gel Insoles Lg",97800000006300,0,XX,MISC,,,20140101
138765,"Spenco Ironman Plus Insoles",97800000006300,0,XX,MISC,,,20140101
138766,"CitraNatal Assure",78516040006340,3420501,OR,MISC,"35-1 & 300","MG",20150701
138767,"Spenco Comfort Insoles",97800000006300,0,XX,MISC,,,20140101
138768,"Spenco Arch Support Insoles",97800000006300,0,XX,MISC,,,20140101
138769,"Spenco Gel Heel Cushions",97800000004300,0,XX,PADS,,,20140101
138771,"Spenco Slim Fit Insoles",97800000006300,0,XX,MISC,,,20140101
138772,"CVS Daily Energy",78310000000300,2661301,OR,TABS,,,20140101
138773,"Spenco Silicore Bed Pad",97700000000000,0,XX,MISC,,,20140101
138774,"CVS Prenatal",78512015000328,2652901,OR,TABS,"28-0.8","MG",20140101
138775,"Spenco Silicore Foot Position",97700000000000,0,XX,MISC,,,20140101
138776,"Spenco Silicore Wheelchair Pad",97700000000000,0,XX,MISC,,,20140101
138777,"CVS Vision Formula",78310000000300,2652801,OR,TABS,,,20140101
138778,"Spenco Silicore Chair Pad",97700000000000,0,XX,MISC,,,20140101
138779,"2nd Skin Moist Burn 2\"x3\"",90944000004300,0,EX,PADS,,,20140101
138780,"2nd Skin Moist Burn 3\"x4\"",90944000004300,0,EX,PADS,,,20140101
138781,"2nd Skin Moist Dressing Kit",90944000004300,0,EX,PADS,,,20140101
138782,"CVS Balanced B-50",78520000000300,2653001,OR,TABS,,,20140101
138783,"2nd Skin Moist Gel 3\" Round",90944000004300,0,EX,PADS,,,20140101
138784,"CVS 8 Hour Pain Relief",64200010000420,501,OR,TBCR,"650","MG",20140101
138785,"2nd Skin Moist Gel 1\"x1\"",90944000004300,0,EX,PADS,,,20140101
138786,"Spenco Adhesive Knit 3\"x5\"",97301000000000,0,XX,MISC,,,20140101
138789,"2nd Skin Moist Burn 1.5\"x2\"",90944000004300,0,EX,PADS,,,20140101
138790,"2nd Skin QuikStik Adh Bandages",97301000000000,0,XX,MISC,,,20140101
138792,"CVS Glucose Shot",80100020100900,2649701,OR,LIQD,,,20140101
138795,"2nd Skin Blister Pads",97301000000000,0,XX,MISC,,,20140101
138796,"2nd Skin Blister Kit",97301000000000,0,XX,MISC,,,20140101
138797,"2nd Skin Self Seal Cut Closure",97301000000000,0,XX,MISC,,,20140101
138798,"RA One Daily Energy Formula",78310000000300,2651601,OR,TABS,,,20140101
138799,"2nd Skin ScarGel",90970070004000,120501,EX,GEL ,,,20140101
138816,"Ointment Base (Emulsifying)",98600016004200,2652501,XX,OINT,,,20140101
138826,"Wings Knit Pants XXL/XXXL",97152000006300,0,XX,MISC,,,20140101
138828,"RA TRUEtest Test",94100030006100,0,VI,STRP,,,20140101
138837,"RA Cold Remedy Multi-Symptom",99870010007200,0,OR,TBDP,,,20140101
138848,"TGT All Day Allergy-D",43993002277420,1206001,OR,TB12,"5-120","MG",20140101
138849,"Hyoscyamine-Phenyltoloxamine",49109902690120,3065201,OR,CAPS,"0.0625-15","MG",20140101
138856,"GNP Eye Wash",86803000002000,2445001,OP,SOLN,,,20140101
138857,"Sensitive Toothpaste/Fluoride",97503000004400,2664101,DT,PSTE,"5-0.243","%",20140101
138861,"Sensitive Extra Whitening",97503000004400,2653501,DT,PSTE,"5-0.243","%",20140101
138865,"Needle-Free Insulin Syringe A",97051050206300,0,XX,MISC,,,20140101
138866,"Needle-Free Insulin Syringe B",97051050206300,0,XX,MISC,,,20140101
138867,"Needle-Free Insulin Syringe C",97051050206300,0,XX,MISC,,,20140101
138869,"IN-ROOM Container Mailbox",97050000006300,0,XX,MISC,,,20140101
138872,"Inj Device Needle-Free/Insulin",97051050206400,0,XX,KIT ,,,20140101
138873,"Inj Device Needle-Free/Insulin",97051050206300,0,XX,MISC,,,20140101
138877,"GNP Calcium",79100007000325,20401,OR,TABS,"600","MG",20140101
138878,"Lacosamide",72600036000320,2654501,OR,TABS,"50","MG",20160706
138879,"Lacosamide",72600036000330,2654401,OR,TABS,"100","MG",20160706
138880,"Lacosamide",72600036000340,2654401,OR,TABS,"150","MG",20160706
138881,"Lacosamide",72600036000350,2654501,OR,TABS,"200","MG",20160706
138882,"Lacosamide",72600036002020,2654401,IV,SOLN,"200","MG/20ML",20140101
138896,"Medi-Jector Vision Adapters",97051050206300,0,XX,MISC,,,20140101
138897,"Healthy Kids Cod Liver/Vit D",78101500000500,2322401,OR,CHEW,,,20140101
138898,"GNP Enema",46109902105100,2410201,RE,ENEM,"7-19","GM/118ML",20140101
138899,"B-1 High Potency",77101010100330,133401,OR,TABS,"100","MG",20140101
138900,"Biotin 5000",77106010000160,15501,OR,CAPS,"5","MG",20140101
138902,"Essential Magnesium",79400010000312,75601,OR,TABS,"250","MG",20140101
138903,"Folic Acid-B2-B6-B12-C-Choline",82991506200340,2655601,OR,TABS,,,20140101
138904,"Folic Acid Xtra",82991506200340,2655601,OR,TABS,,,20140101
138905,"GNP Peppermint Spirit",96200070009200,2739701,XX,SPRT,,,20140101
138906,"GNP Mineral Oil Heavy",46400010001700,86301,OR,OIL ,,,20161005
138916,"Benzocaine-Glycerin-DM",88359903220940,2656001,OR,LIQD,"5-30-5","%-MG/SPRAY",20140101
138918,"DHA-EPA-Coenzyme Q10-Vitamin E",80509904150115,1921401,OR,CAPS,"120-180-50-30",,20140101
138919,"BD SafetyGlide Shielded Needle",97051040056360,0,XX,MISC,"22G X 1-1/2\"","5 ML",20140101
138921,"Day-Time PE Cold/Flu Relief",43996903400120,2246301,OR,CAPS,"10-5-325","MG",20140101
138922,"Cepacol Dual Relief",88359903220940,2656001,OR,LIQD,"5-30-5","%-MG/SPRAY",20140101
138940,"Isometheptene-Caffeine-APAP",67990003070330,937601,OR,TABS,"130-20-500","MG",20141001
138941,"Hydrocortisone Acetate",90550075104130,2656301,EX,LOTN,"2","%",20150701
138942,"Fesoterodine Fumarate ER",54100020207520,2656501,OR,TB24,"4","MG",20160406
138943,"Fesoterodine Fumarate ER",54100020207530,2656501,OR,TB24,"8","MG",20160406
138951,"Cyclobenzaprine-Diet Manage Pr",75998002356310,2301901,OR,MISC,"5","MG",20140101
138952,"Hydrocodone-APAP-Dietary Prod",65997503206333,2301801,OR,MISC,"7.5-750","MG",20150107
138954,"DiazePAM & Diet Manage Prod",57999002206320,2667401,OR,MISC,"5","MG",20160706
138955,"GNP Lice Bedding",90900035003210,463901,XX,AERO,"0.5","%",20140101
138957,"GNP Calcium/Vitamin D/Minerals",79109903450550,2349201,OR,CHEW,"600-400","MG-UNIT",20140101
138958,"GNP Glycerin (Infant)",46600010005209,60601,RE,SUPP,"1.2","GM",20140101
138961,"GNP Anti-Itch",90209902083735,2397101,EX,CREA,"2-0.1","%",20140101
138963,"NuCort",90550075104130,2656301,EX,LOTN,"2","%",20140101
138964,"Prodrin",67990003070330,937601,OR,TABS,"130-20-500","MG",20141001
138976,"GNP Nicotine Polacrilex",62100010004720,1863001,MT,LOZG,"4","MG",20140101
138977,"GNP Vitamin D",77202032000330,298001,OR,TABS,"1000","UNIT",20140101
138979,"GNP Childrens Pain Relief/Cold",43995904161820,2657101,OR,SUSP,"2.5-1-5-160","MG/5ML",20140101
138980,"GNP Loratadine",41550030001220,2199101,OR,SYRP,"5","MG/5ML",20140101
138981,"Amitriptyline & Diet Manage Pr",58998702106320,2667301,OR,MISC,"25","MG",20140101
138982,"GNP Cold Head Congest Day/Nght",43995904166320,2657201,OR,MISC,"5-2-10-325","MG",20140101
138983,"GNP Cold Remedy",99870010007200,0,OR,TBDP,,,20140101
138984,"GNP Lice Egg Remover",90901001004000,2552401,EX,GEL ,,,20140101
138985,"GNP Headache Relief",64990002100340,2657301,OR,TABS,"500-65","MG",20140101
138987,"GNP Antacid Anti-Gas",48991003101810,2302401,OR,SUSP,"200-200-20","MG/5ML",20140101
138989,"Throat Drops",88200048004706,2357401,MT,LOZG,"2.8","MG",20140101
138990,"Pectin",88200048004760,2657501,MT,LOZG,"2","MG",20140101
138991,"Chewable Vite/Iron Childrens",78430000000515,3303801,OR,CHEW,"15","MG",20140101
138996,"Throat Drops",88200048004760,2657501,MT,LOZG,"2","MG",20140101
138997,"Coal Tar Extract",90520010003920,2657701,EX,FOAM,"2","%",20140101
138998,"GNP Cold Multi-Sympt Day/Night",43995904166320,2657201,OR,MISC,"5-2-10-325","MG",20140101
138999,"Scytera",90520010003920,2657701,EX,FOAM,"2","%",20140101
139000,"Vitamin D3 Super Strength",77202032000340,298001,OR,TABS,"2000","UNIT",20140101
139006,"Trustex-Nonoxynol-9/Rib/Stud",97401010106200,0,XX,MISC,,,20140101
139032,"Calcium-Vitamin D",79109902640340,460101,OR,TABS,"500-400","MG-UNIT",20140101
139060,"Calcium 500+D High Potency",79109902630350,2120301,OR,TABS,"500-400","MG-UNIT",20140101
139063,"Sharps-A-Gator Tortuous Path",97058050006300,0,XX,MISC,,,20140101
139064,"Calcium 600+D Plus Minerals",79109903450550,2344801,OR,CHEW,"600-400","MG-UNIT",20140101
139082,"Doxylamine Succinate",41200040100920,47102,OR,LIQD,"2.5","MG/2.5ML",20140101
139085,"Doxytex",41200040100920,47102,OR,LIQD,"2.5","MG/2.5ML",20140101
139086,"Mesalamine ER",52500030007020,2658701,OR,CP24,"0.375","GM",20140101
139091,"EQ Pink-Bismuth",47300010000507,2168301,OR,CHEW,"262","MG",20140101
139093,"Biotin Maximum Strength",77106010000160,15501,OR,CAPS,"5000","MCG",20140101
139097,"Coral Calcium-Magnesium-Vit D",79109903570119,1863401,OR,CAPS,"250-125-100","MG-MG-UNIT",20140101
139098,"Coral Calcium",79109903570119,1863401,OR,CAPS,"250-125-100","MG-UNIT",20140101
139114,"Diphenhydramine-PE-APAP",43994003903045,2189501,OR,PACK,"25-10-650","MG",20140101
139116,"Theraflu Severe Cold/Cgh Day",43996903403030,2659401,OR,PACK,"20-10-650","MG",20140101
139117,"Theraflu Severe Cold/Cgh Night",43994003903045,2659301,OR,PACK,"25-10-650","MG",20140101
139119,"Analgesic Cream/Aloe",90800080103720,2458901,EX,CREA,"10","%",20140101
139120,"Tussin Cough",43102030500110,2061001,OR,CAPS,"15","MG",20140101
139121,"Theraflu Severe Cold/Cgh Day",43996903400320,2659501,OR,TABS,"10-5-325","MG",20140101
139125,"PX Extra Short Pen Needles",97051050146361,0,XX,MISC,"31G X 6 MM",,20140101
139128,"Triaminic Cold/Cough Day Time",43995602151210,2659601,OR,SOLN,"2.5-5","MG/5ML",20140101
139135,"Phenylephrine-DM",43995602151210,536001,OR,SYRP,"2.5-5","MG/5ML",20140101
139136,"Periflex Infant",81100000002900,2856701,OR,POWD,,,20140101
139141,"Benzocaine-Pectin",88359902184730,2659901,MT,LOZG,"15-5","MG",20140101
139142,"Cepacol Sore Throat + Coating",88359902184730,2659901,MT,LOZG,"15-5","MG",20140101
139143,"Quick Action Dairy Relief",51200005000560,277301,OR,CHEW,"9000","UNIT",20140101
139156,"Cinryze",85802022002120,2639701,IV,SOLR,"500","UNIT",20140101
139159,"Ascensia Autodisc Test",94100030009800,0,VI,DISK,,,20140101
139160,"DM-APAP-CPM",43998903251240,2660201,OR,SYRP,"7.5-160-1","MG/5ML",20140101
139161,"Acetaminophen-DM",43995502201225,2660301,OR,SYRP,"160-5","MG/5ML",20140101
139162,"Phenylephrine-Guaifenesin",43996202101210,2660401,OR,SYRP,"2.5-50","MG/5ML",20140101
139163,"Diphenhydramine-Phenylephrine",43993002951220,2309701,OR,SYRP,"6.25-2.5","MG/5ML",20150107
139164,"ROPINIRole HCl ER",73203070107550,962402,OR,TB24,"12","MG",20140101
139165,"Requip XL",73203070107550,2222101,OR,TB24,"12","MG",20140101
139176,"SB Allergy",41550020100320,627701,OR,TABS,"10","MG",20140101
139178,"GNP Hemorrhoidal Cooling",89994002374020,2660501,RE,GEL ,"0.25-50","%",20140101
139197,"Rufinamide",72600065000320,2660601,OR,TABS,"200","MG",20160706
139198,"Rufinamide",72600065000330,2660601,OR,TABS,"400","MG",20160706
139199,"Sleep Pants for Girls L/XL",97552000000000,0,XX,MISC,,,20140101
139200,"Sleep Pants for Boys L/XL",97552000000000,0,XX,MISC,,,20140101
139201,"Prenatal MV-Min-Fe Fum-FA-DHA",78516020006318,0,OR,MISC,"28-0.975 & 200","MG",20140101
139203,"Prenatal+DHA",78516020006318,2660901,OR,MISC,"28-0.975 & 200","MG",20140101
139204,"J & J First Aid Advanced",97301000004300,0,XX,PADS,,,20140101
139205,"J&J First Aid Secure-Flex Wrap",97350000000000,0,XX,MISC,,,20140101
139206,"Ferrous Sulfate",82300010002003,55201,OR,SOLN,"75 (15 Fe)","MG/ML",20140101
139207,"Johnsons No More Rash",90971020003713,145001,EX,CREA,"13","%",20161005
139210,"Omega-3 Fish Oil",80500030000190,966301,OR,CAPS,"1000","MG",20180704
139223,"Pedia-Pop",79991000003000,2661101,OR,PACK,,,20140101
139224,"Bayer Aspirin EC Low Dose",64100010000601,1977601,OR,TBEC,"81","MG",20140101
139234,"Cranberry",95095403000115,1113801,OR,CAPS,"200","MG",20140402
139248,"Senna-Tabs",46200060200303,120101,OR,TABS,"8.6","MG",20140101
139249,"Pharbechlor",41100020150310,29401,OR,TABS,"4","MG",20140101
139250,"GNP Calamine",90979902204100,1166201,EX,LOTN,"8-8","%",20140101
139251,"Refenesen PE",43996202100320,440901,OR,TABS,"10-400","MG",20140101
139256,"Cyanocobalamin",82100010004740,143401,OR,LOZG,"500","MCG",20140101
139262,"Tetrabenazine",62380070000310,658601,OR,TABS,"12.5","MG",20151007
139263,"Boost Smoothie",81200000000900,2662801,OR,LIQD,,,20140101
139264,"Xenazine",62380070000310,658601,OR,TABS,"12.5","MG",20160106
139265,"Prenat-FeFum-DSS-FA-DHA w/o A",78516037000140,2662201,OR,CAPS,"30-1.2-265","MG",20140101
139268,"Xenazine",62380070000320,658601,OR,TABS,"25","MG",20160106
139270,"Despec-Tab",43996202300312,426001,OR,TABS,"40-400","MG",20140101
139271,"QC All Day Allergy",41550020100320,627701,OR,TABS,"10","MG",20140101
139273,"QC Allergy Relief Childrens",41550020102010,2516101,OR,SYRP,"1","MG/ML",20140402
139274,"TGT Loratadine Childrens",41550030001220,2199101,OR,SYRP,"5","MG/5ML",20140101
139275,"TGT Antifungal",90150085003705,136301,EX,CREA,"1","%",20140101
139276,"Pseudoephedrine-DM-GG",43997303320316,462501,OR,TABS,"40-30-400","MG",20140101
139278,"NiCARdipine HCl in Dextrose",34000018122040,2637701,IV,SOLN,"40-5","MG/200ML-%",20140101
139279,"NiCARdipine HCl in NaCl",34000018142040,2637801,IV,SOLN,"40-0.83","MG/200ML-%",20140101
139280,"Cardene IV",34000018142040,2637801,IV,SOLN,"40-0.83","MG/200ML-%",20140101
139281,"Cardene IV",34000018122040,2637701,IV,SOLN,"40-5","MG/200ML-%",20140101
139282,"Eltrombopag Olamine",82405030100320,2663201,OR,TABS,"25","MG",20140101
139283,"Eltrombopag Olamine",82405030100330,2663301,OR,TABS,"50","MG",20140101
139284,"GNP Nutritional Drink Plus",81200000000900,2663401,OR,LIQD,,,20140101
139296,"Systane Nighttime",86209902904220,632001,OP,OINT,,,20140101
139297,"Despec-DM",43997303320316,462501,OR,TABS,"40-30-400","MG",20140101
139299,"Stress Plus Zinc",78122500000300,2663701,OR,TABS,,,20140101
139300,"Digex NF",49109902690120,2663601,OR,CAPS,"0.0625-15","MG",20140101
139301,"Salvax",90750030003940,2663901,EX,FOAM,"6","%",20140101
139302,"Neosalus",90990000003900,2663801,EX,FOAM,,,20151007
139303,"Hydrocortisone Intensive Heal",90550075003720,2675901,EX,CREA,"1","%",20140101
139305,"Benzoyl Peroxide",90050010000907,13901,EX,LIQD,"7","%",20140101
139308,"Promacta",82405030100320,2663201,OR,TABS,"25","MG",20140101
139309,"Promacta",82405030100330,2663301,OR,TABS,"50","MG",20140101
139313,"Prenatal-FeCbn-FA-DSS-Omega 3",78512093006330,0,OR,MISC,"29-1 & 387","MG",20140101
139316,"Obtrex DHA",78512093006330,2664401,OR,MISC,"29-1 & 387","MG",20140101
139329,"TGT Cold & Hot Pain Relieving",90809902603700,627401,EX,CREA,"10-30","%",20140101
139332,"Ginkgo Biloba",95212742000115,918001,OR,CAPS,"30","MG",20140101
139335,"Budesonide",44400015008009,2399901,IN,AEPB,"90","MCG/ACT",20140101
139336,"Budesonide",44400015008018,2399901,IN,AEPB,"180","MCG/ACT",20140101
139337,"Bismuth Tribromoph-Petrolatum",90949902206300,1622901,EX,MISC,,,20140101
139338,"Fluticasone-Salmeterol",44209902708020,2399801,IN,AEPB,"100-50","MCG/DOSE",20140101
139340,"Fluticasone-Salmeterol",44209902708030,2399801,IN,AEPB,"250-50","MCG/DOSE",20140101
139342,"Fluticasone-Salmeterol",44209902708040,2399801,IN,AEPB,"500-50","MCG/DOSE",20140101
139345,"Raspberry Concentrate",98330000001300,1944701,XX,CONC,,,20140101
139357,"Incontinence Supply Disposable",97152020006300,0,XX,MISC,,,20140101
139358,"Incontinence Supply Disposable",97152020006100,0,XX,STRP,,,20140101
139361,"TGT Lubricant Redness Reliever",86409902132020,2423601,OP,SOLN,"0.03-0.5","%",20140101
139376,"QC Nasal Relief Sinus",42102040102010,2664901,NA,SOLN,"0.05","%",20140101
139379,"QC Nasal Relief Moisturizing",42102040102010,2552001,NA,SOLN,"0.05","%",20140101
139400,"EQL One Daily Womens",78350000000300,3013101,OR,TABS,,,20140101
139436,"Proneb Ultra II Pediatric",97101000000000,0,XX,DEVI,,,20140101
139458,"Diarrhea Relief",47300010001805,16901,OR,SUSP,"262","MG/15ML",20140101
139459,"Fer-In-Sol",82300010002003,2586101,OR,SOLN,"75 (15 Fe)","MG/ML",20140101
139460,"Medi-Natural",46200060200303,120101,OR,TABS,"8.6","MG",20140101
139462,"Cytarabine (PF)",21300010002011,37601,IJ,SOLN,"20","MG/ML",20140101
139463,"GlucoCom Blood Glucose Monitor",97202010006200,0,XX,DEVI,,,20140101
139464,"GlucoCom Lancets 33G",97202025006300,0,XX,MISC,,,20140101
139465,"SM Hemorrhoidal",89992004743720,2548101,RE,CREA,"1-0.25-14.4-15","%",20140101
139467,"GlucoCom Lancets 30G",97202025006300,0,XX,MISC,,,20140101
139476,"Glucosamine-Vitamin D",95990221550330,2666901,OR,TABS,"1000-200","MG-UNIT",20140101
139485,"TGT Psyllium Fiber",46300030100132,2625401,OR,CAPS,"520","MG",20140101
139487,"ALPRAZolam & Diet Manage Prod",57999002106330,2667501,OR,MISC,"0.5","MG",20140101
139488,"Naproxen & Dietary Manage Prod",66998002606330,2361601,OR,MISC,"500","MG",20140101
139489,"Ibuprofen & Diet Manage Prod",66998002406340,2655401,OR,MISC,"800","MG",20140101
139490,"Meloxicam & Diet Manage Prod",66998002506320,2667901,OR,MISC,"7.5","MG",20140101
139496,"Carvedilol & Diet Manage Prod",33999002156320,2668301,OR,MISC,"12.5","MG",20140101
139497,"Huggies Supreme Nat Fit Size 6",97552000000000,0,XX,MISC,,,20140101
139498,"Huggies Supreme Nat Fit Size 5",97552000000000,0,XX,MISC,,,20140101
139499,"AmLODIPine & Diet Manage Prod",34999002106320,2668401,OR,MISC,"2.5","MG",20160706
139500,"Modafinil & Diet Manage Prod",61409902606320,2668801,OR,MISC,"100","MG",20140101
139501,"Citalopram & Diet Manage Prod",58998502206320,2668001,OR,MISC,"10","MG",20140101
139502,"APAP-Codeine & Diet Manage Pr",65997003106320,2668901,OR,MISC,"300-30","MG",20140101
139503,"Zolpidem & Diet Manage Prod",60998502806320,0,OR,MISC,"5","MG",20140101
139504,"Dimethicone",90972030004170,1362501,EX,LOTN,"1.3","%",20180704
139506,"Isopropyl Alcohol Wipes",90971501406320,70101,EX,MISC,"70","%",20140101
139507,"Hydrogen Peroxide Wipes",92000020006320,65101,EX,MISC,"3","%",20140101
139515,"KLS Acid Controller Complete",49993503300520,2609401,OR,CHEW,"10-800-165","MG",20140101
139548,"Advocate Wrist BP Monitor",97750010006200,0,XX,MISC,,,20140101
139554,"Advocate Memory BP Monitor",97750010006200,0,XX,MISC,,,20140101
139558,"Advocate Safety Lancets",97202025006300,0,XX,MISC,,,20140101
139567,"Phenylephrine-Bromphen-Codeine",43995303110916,2669501,OR,LIQD,"3.33-1.33-6.33","MG/5ML",20140101
139570,"M-End PE",43995303110916,2669501,OR,LIQD,"3.33-1.33-6.33","MG/5ML",20140101
139582,"Therabenzaprine-90-5",75998002356310,2301901,OR,MISC,"5","MG",20140101
139584,"Contact Detach Inf Set 23\"/6mm",97201030206300,0,XX,MISC,,,20140101
139589,"Chlorpheniramine-Phenyleph ER",43993002307420,412901,OR,TB12,"4-20","MG",20140402
139591,"Theracodophen-750",65997503206333,2301801,OR,MISC,"7.5-750","MG",20150107
139594,"Gabavale-5",57999002206320,2667401,OR,MISC,"5","MG",20140101
139597,"Trepoxicam-7.5",66998002506320,2667901,OR,MISC,"7.5","MG",20140101
139598,"Sentrazolam AM 0.25",57999002106320,2667601,OR,MISC,"0.25","MG",20140101
139599,"Theraproxen-500",66998002606330,2361601,OR,MISC,"500","MG",20140101
139600,"Theraprofen-800",66998002406340,2655401,OR,MISC,"800","MG",20140101
139601,"Sentraflox AM-10",58998502456320,2667801,OR,MISC,"10","MG",20140101
139602,"Sentralopram AM-10",58998502206320,2668001,OR,MISC,"10","MG",20140101
139603,"Gabazolamine-0.5",57999002106330,2667501,OR,MISC,"0.5","MG",20140101
139605,"Sentravil PM-25",58998702106320,2667301,OR,MISC,"25","MG",20140101
139608,"SM Wrist Cuff BP Monitor",97750010006200,0,XX,MISC,,,20140101
139609,"Hypertenipine-2.5",34999002106320,2668401,OR,MISC,"2.5","MG",20140101
139610,"Diclofenac & Diet Manage Prod",66998002256320,2669601,OR,MISC,"25","MG",20140101
139611,"Hypertenevide-12.5",33999002156320,2668301,OR,MISC,"12.5","MG",20140101
139612,"Theracodeine-300",65997003106320,2668901,OR,MISC,"300-30","MG",20140101
139613,"Trepadiclofen-25",66998002256320,2669601,OR,MISC,"25","MG",20140101
139614,"Sentramodafin AM-100",61409902606320,2668801,OR,MISC,"100","MG",20140101
139615,"Gabazolpidem-5",60998502806320,2668701,OR,MISC,"5","MG",20140101
139616,"Sentrazolpidem PM-5",60998502806320,2668601,OR,MISC,"5","MG",20140101
139617,"SM Baby Shampoo",97550000004500,2629301,EX,SHAM,,,20140101
139653,"Calcium Carbonate-Vitamin D",79109902630547,460101,OR,CHEW,"600-400","MG-UNIT",20140101
139660,"Calcium 600/Vitamin D",79109902630547,460101,OR,CHEW,"600-400","MG-UNIT",20140101
139662,"Contact Detach Inf Set 23\"/8mm",97201030206300,0,XX,MISC,,,20140101
139676,"Moxatag",01200010107520,2459001,OR,TB24,"775","MG",20170104
139680,"Silodosin",56852060000120,2670101,OR,CAPS,"4","MG",20140101
139681,"Silodosin",56852060000140,2670101,OR,CAPS,"8","MG",20140101
139689,"Oyster Shell Calcium/D",79109902630350,2120301,OR,TABS,"500-400","MG-UNIT",20140101
139690,"Wal-Tap Childrens",43993002201005,2393501,OR,ELIX,"1-2.5","MG/5ML",20140101
139696,"Acetaminophen PM Ex St",60309902200310,2310501,OR,TABS,"500-25","MG",20140101
